AP 1,AP 2,AP 3,AP 4,AP 5,AP 6,AP 7,AP 8,AP 9,AP 11,AP 12,AP 13,AP 14,AP 15,AP 16,AP 17,AP 18,AP 19,AP 20,AP 21,AP 22,AP 23,AP 24,AP 25,AP 26,AP 27,AP 28,AP 29,AP 31,AP 32,AP 33,AP 34,AP 37,AP 38,AP 39,AP 41,AP 42,AP 43,AP 44,AP 45,AP 46,AP 47,AP 48,AP 49,AP 50,AP 52,AP 53,AP 55,AP 56,AP 57,AP 58,AP 60,AP 61,AP 63,AP 64,AP 65,AP 67,AP 68,AP 69,AP 70,AP 71,AP 73,AP 74,AP 75,AP 76,AP 77,AP 78,AP 89,AP 96,AP 99,AP 112,AP 113,AP 114,AP 116,AP 120,AP 121,AP 123,AP 139,AP 152,AP 153,AP 154,AP 159,AP 166,AP 168,AP 173,AP 178,AP 179,AP 180,AP 181,AP 182,AP 184,AP 186,AP 189,AP 190,AP 193,AP 194
4.807010331,7.433544071,14.06510241,5.603194016,4.650845186,7.239907841,10.34525966,5.656913612,8.495460345,3.535965074,7.073575301,7.817722349,17.34060904,10.96884376,3.943882509,7.551257918,16.14068279,5.906798354,4.627071293,2.579582541,6.758847942,0.614511188,17.39651062,5.953257711,13.40107792,4.945105204,1.185086058,36.47807722,3.530197322,11.68844894,9.691287714,6.104114326,6.76004832,5.093062802,8.854553478,10.25865773,1.487985016,1.800724941,5.64621,2.923356649,6.527346593,4.086965909,6.097563147,3.297651182,2.064267915,68.69925061,6.308874374,5.394279374,10.25069803,11.8533764,5.951583279,5.012449049,0.845832146,4.89426022,10.46703984,20.96531938,13.69264852,5.06739467,2.979487151,4.563563402,3.073416076,4.608031728,3.241375497,3.234948379,4.093835577,3.618072665,5.369536993,10.02445185,6.950562982,6.021974867,24.24921576,19.72553782,19.31788934,6.788263622,4.089135168,12.28288476,11.62543378,11.34466765,10.8935041,13.39579648,20.7824942,2.143221751,5.629916375,3.540577349,3.728020406,11.81840703,14.26304774,1.718757037,4.84395779,9.087339995,11.00789218,4.612735336,0.688157172,11.34766591,10.50946789,1.769115064
4.021402338,7.433579502,13.92235156,5.389085456,4.365166331,6.596607813,11.4881168,4.871234758,7.781210062,2.964571934,6.716326151,7.674865206,16.05501876,11.39748605,3.658150508,7.337043065,14.06927193,6.049620066,4.412785579,2.579564826,6.402006247,0.257368331,15.68236663,5.739060574,14.97245334,4.445158351,1.185086058,32.47841381,3.173054465,11.1885198,8.405573428,5.532721186,6.902940894,4.950382814,8.854518047,9.901514871,1.273734733,1.658434692,5.217674002,2.709106366,6.384772897,3.658376765,6.169168872,3.154723177,1.850053062,67.34224948,5.95187324,4.751422231,9.965090032,11.78201869,6.022834696,4.798163334,0.845725854,4.965724222,10.39575299,20.96539024,15.26414796,4.567359239,3.193772865,4.706455975,3.144862363,4.465210016,3.45562578,3.020698096,3.950978434,3.546679524,5.298143853,9.810378723,7.021991553,6.308061177,23.46380263,20.51157098,19.74640762,7.645689926,3.946207164,12.35441962,11.0541115,11.34466765,10.17925382,13.03858276,20.13977878,2.071793179,6.272915241,3.754827632,2.442306121,11.88990646,13.90597574,1.576006187,5.058385227,9.23030343,10.2223019,4.612841628,0.830819445,10.8477722,10.65237818,2.269115064
3.664365773,7.505043504,12.99388642,5.317834039,3.936630333,6.453290069,11.41668823,4.014127331,7.852674064,2.678893079,6.359094717,6.960614923,14.62657134,11.11184263,3.943864794,7.337113927,14.28357536,5.692459493,4.269928436,3.008118539,6.045164552,0.185939759,15.25393692,5.524881152,14.11525734,4.08806864,1.113657486,32.69303612,3.030197322,10.33144781,9.262716285,5.389899474,6.902976325,4.236274253,9.354500332,9.401514871,0.916627307,1.801841012,4.717709433,2.566284654,5.527931202,3.301198477,5.59789974,3.083223744,1.921552495,68.19955177,5.737729249,4.322850802,10.0366249,12.06780384,6.379764969,4.79818105,0.702762419,4.894331082,10.11018043,20.03690739,14.97850453,4.638770095,2.90805858,4.63508055,2.930576649,4.10810259,4.027018921,2.806447812,3.808121291,2.618143526,4.798179284,9.667734165,7.87913441,6.308415485,23.17838951,19.58331843,20.10353276,7.360241372,3.946136302,11.71166877,10.55421779,10.70181051,9.965021252,12.89567247,19.6399205,2.071793179,6.701628393,3.18336363,2.656591835,11.67570933,13.69177861,1.718969622,4.629955522,9.944713153,10.50814019,4.970090778,0.75921372,10.63361049,11.29528847,2.126257921
3.593043494,7.076525222,12.13684986,5.46085062,2.936665764,5.310007756,11.27383109,4.371305619,7.352709495,2.67892851,6.144738141,7.103542927,14.48382049,10.39762777,4.086721937,6.837184788,13.71214679,5.978156064,4.127071293,2.722404253,6.402626287,0.114511188,14.32550722,5.453612019,13.54382877,4.016675499,0.827943201,29.97910472,3.101625894,9.831518667,8.691287714,4.747077762,6.760154613,3.522165693,9.99737519,9.758657729,0.773805594,1.516675905,5.003459149,2.637748656,5.528232364,3.301163046,5.240916321,3.154581454,1.635909071,64.69974664,6.023585258,4.322850802,9.10815976,12.13930327,5.879623245,5.083930766,0.774084698,4.822937941,9.53889358,19.17987082,14.40714682,4.710216382,2.765201437,4.492294269,2.859148077,4.322423735,4.52698349,2.949322671,3.736692719,3.046750386,4.726786143,9.525089608,7.521991553,6.094484079,23.60729753,18.72656531,21.17496133,7.00334653,4.017494012,11.78320364,10.41146694,10.27323908,9.679377828,12.82420847,18.64007994,2.000364608,6.630341545,2.826185342,2.870877549,10.24724419,13.62045633,1.647647343,4.058668674,10.30199773,10.57971049,4.827339927,0.97332228,10.20518079,10.8667879,2.269115064
3.73600693,7.076613799,12.35124186,5.746706629,2.365272623,5.666796305,10.63095623,3.942769621,7.424173497,2.893249655,5.93039928,6.675024645,13.91249821,9.897698634,4.229579079,6.908684222,13.21216451,5.692406347,3.912785579,3.508118539,6.974373736,0.328796902,13.89707751,5.453824604,14.1153282,3.945282359,0.827943201,28.40806588,3.173054465,9.760160957,8.548430571,4.675684621,7.260190043,3.450914276,9.92598205,9.615800586,0.916698168,1.588653654,5.00349458,2.709212658,5.742801525,3.51541333,5.383932903,2.868796307,1.49312279,62.84286952,6.45229841,4.251422231,8.608266052,12.21080271,6.093838098,5.441109054,0.773978405,4.965830515,8.967606732,18.46567369,14.19293197,4.924537527,2.693772865,4.420936559,2.930576649,4.393887737,4.59837663,3.1636261,3.593835577,2.546785817,4.369678717,10.31101648,6.450562982,6.809141817,23.75050898,18.7270082,19.10355047,6.717862545,4.160280293,12.14045279,10.12585895,10.34466765,8.322305833,11.68131589,18.78311424,1.928936036,6.630483268,2.683292768,3.013734692,9.390189909,13.54913405,1.719182207,3.773096112,10.08785374,10.3655665,4.32744622,0.973145125,10.41959051,10.29543019,2.126257921
3.878970365,7.219577235,12.4942053,5.818276924,2.508165197,5.880727711,10.27379566,4.085662195,7.281351785,2.964713657,5.787488991,6.675060076,13.26971193,9.397769496,3.801007651,6.908755083,12.21219994,5.835228059,3.698499865,3.079547111,6.117532041,0.328796902,12.68293352,5.382626333,12.82970249,3.588174932,0.827943201,27.90845562,2.887340179,9.831678106,8.119859142,4.247166339,7.260225474,3.665377145,9.354571194,9.187229157,0.845305028,1.589185117,4.860672868,2.423533804,6.171638685,3.58680647,5.812681486,2.940154016,1.493175936,59.27174211,6.095297276,4.394279374,8.322658059,11.92515928,6.093749521,4.869715914,0.845300684,4.751580231,8.396319883,17.60861941,13.40728855,4.353144387,2.193772865,4.563864564,2.573433792,3.751066025,4.312626914,2.949375817,3.165264148,1.832535533,4.01257129,10.23980049,6.307705839,6.523852702,23.32232729,18.72750423,18.53221048,7.003824847,3.803066574,11.85484479,9.625965244,10.05895337,7.893805266,11.03842332,17.99755939,1.857507465,5.916339277,2.254685909,2.585163264,8.961707057,13.69209748,1.790717071,2.987523549,9.445138323,10.57999393,3.827552512,0.830110828,10.2054288,10.15266163,2.269115064
3.879058942,7.0768441,12.56574016,5.675561505,2.722486342,6.237498544,8.988081373,3.79998334,7.352815788,2.607606231,6.787418129,7.246524078,12.34117593,9.183554643,3.515293365,6.480254516,10.56937822,5.549496058,3.912785579,3.29385054,5.47497606,0.471654045,11.0402181,5.525696061,12.18691621,3.016781792,0.756514629,25.76595279,2.673054465,9.117498684,6.548430571,4.175808629,6.617403762,3.379840013,9.283142622,9.3300863,0.773911887,1.73250286,4.860708299,2.280712092,6.171886701,3.658199611,5.59855521,1.22579744,1.421782796,58.34348956,5.595439,4.537136517,7.75133578,11.85380157,6.379339799,4.869751345,0.916622963,4.823044234,7.824979889,16.68010112,13.26450226,4.281751246,1.90805858,4.56391771,2.573433792,3.822530027,4.098305769,2.520839819,3.236692719,2.046856678,3.655463864,10.24001308,6.736277268,6.667117299,22.8941456,18.94228598,17.60376306,6.789787148,3.731567141,11.5692368,9.697500108,9.558953369,7.965304699,10.2526736,17.7119514,1.714650322,5.702195287,2.254650478,2.728020406,8.747527636,13.04932892,1.933680507,3.130522416,9.230994332,9.651581945,3.613373091,0.758505103,9.705535095,9.438482207,2.340543635
3.664844089,6.934093249,12.06584646,5.389988942,2.722521773,6.594287093,8.916652801,4.014304485,6.92427979,2.821927376,6.430186695,6.460845223,10.98405079,8.826482648,3.658150508,6.551753949,9.640842227,5.120906914,3.769928436,2.7224574,5.046688078,0.543082617,9.111788397,5.668730358,11.61552307,2.659692081,0.899371772,22.83770024,2.815911608,8.689015832,6.477002,3.604433204,6.046010622,3.52287431,8.783160338,9.044372014,0.773947318,1.661481744,4.717886587,2.209318951,5.457849002,3.443878466,6.027250647,1.511440864,1.207532512,55.98666558,5.309866437,3.894279374,7.251442073,11.78244386,6.236340932,4.869786775,0.91651667,4.894508236,7.82501532,15.82295827,13.12171598,4.138929534,1.693772865,4.206810284,2.430576649,3.679708315,3.883984624,2.663732393,2.736692719,1.975463538,3.369785009,9.811654233,7.236277268,6.024561319,22.75157191,17.72839,16.31813735,6.432856876,3.660067708,11.64077166,8.6976064,9.558953369,7.751089846,10.82406674,17.64059369,1.571793179,5.70233701,2.040329333,2.513734692,7.890508786,12.26368549,1.790929656,3.20209271,9.445421769,9.151759099,3.684907955,0.686899377,9.205605956,9.581427927,2.840543635
3.807772094,6.934164111,13.49452418,5.318702094,2.222557204,6.522504213,8.488081373,4.514339916,7.281458078,2.821962807,6.28722326,6.460880654,10.62690793,8.32655351,3.443864794,6.623253383,9.283734801,4.906585769,3.984214151,1.936760829,5.261221808,0.400225474,8.183358692,5.525997223,11.11552307,2.874048657,1.042228915,21.19512654,2.744483037,8.046229551,6.762716285,3.604468635,5.40318891,3.094480036,8.568910054,9.8300863,0.773982749,1.590460627,4.932207732,2.066497239,5.100936446,3.872414463,6.027356939,1.225655717,1.0647108,54.70123474,5.452865304,3.751422231,6.680119794,10.42537187,6.236163778,4.726965063,1.059267521,4.465972238,7.539336465,16.03724398,12.76464399,4.067536393,1.622344294,3.921131429,2.216290934,3.465458032,3.812520621,2.306624967,2.522407005,1.689784683,3.155534726,9.669009676,7.450562982,5.881952192,21.82321306,17.08585174,15.1039225,6.36164089,3.659996846,11.2837351,8.697712693,9.844667654,7.608303565,10.03831703,17.14066455,1.428936036,5.488210734,1.968865331,2.799448978,7.747793367,12.97804207,1.933893092,3.559377291,9.30270635,9.437650539,3.542157104,0.758150794,9.205676818,8.867213074,3.197686493
3.593557241,6.791360114,13.35177333,5.247415246,2.365449777,6.950703618,6.630938516,4.514375347,7.710064937,2.893426809,6.072813538,6.460916085,11.05546165,8.2551958,3.086721937,6.123324244,9.569484517,4.97797891,4.198499865,1.651046544,5.475737823,0.614511188,8.969214701,5.811817802,10.47266593,2.94554809,0.970800344,20.19539227,2.815911608,7.617728984,0.262716285,3.675932637,5.117510055,3.166085761,8.783231199,10.04437201,0.916875322,1.590885797,4.717957449,1.852246955,5.386845601,4.300950461,6.170320375,1.368441998,1.064746231,53.77285818,5.09586417,3.894279374,6.394511801,10.35401416,6.378826051,4.441286209,1.059161228,4.323150526,8.039371896,16.53724398,12.90757199,4.067571824,1.479487151,3.992595431,2.287719506,3.536904319,3.669628048,2.592374683,2.80808586,1.975534399,2.941284442,9.883507975,7.37913441,5.810771636,21.75194393,17.94329576,15.46110079,7.504710618,3.088497413,11.14098425,7.769247557,9.273239083,7.536910425,10.32399588,17.78359255,1.428936036,5.345530746,2.397401328,2.442306121,7.676506519,12.97809522,2.005427956,3.630947586,8.302848073,8.652113408,3.899406254,0.75797364,9.562872821,9.295837649,3.34052592
3.807913817,7.434252688,13.85187962,5.390414112,2.43691378,7.164599593,5.988081373,4.728696492,8.352957511,3.250605097,6.001243243,5.960951516,11.8411405,8.398123804,2.943864794,6.123395106,8.355234234,5.192229193,4.555642722,2.008189401,5.04737898,0.828796902,8.969356425,5.526227524,10.11552307,3.017047523,0.970800344,19.62422943,2.601625894,7.903514132,-1.380140858,4.31882521,5.046116914,3.166262916,8.568980916,10.61580059,0.916910753,1.448453824,5.075135737,1.995139529,5.029879898,4.729486459,6.170426667,0.511228279,1.350495948,51.05869647,4.596005893,3.894279374,5.894618093,10.78265645,5.950042038,4.227035925,1.201912078,4.108900243,8.253710756,16.5372617,13.12192857,4.139035827,1.622344294,3.564059433,2.359148077,3.251207748,3.669592617,2.449552971,2.236621858,2.118426973,2.655605587,9.88372056,7.450562982,5.882465939,21.39488965,17.22929349,14.60395793,7.647744915,3.088426552,11.28394768,8.055068135,9.416096226,7.394088713,9.466817593,17.71227028,1.500364608,4.988529612,2.897365898,2.728020406,8.105201955,12.62102322,1.86265939,3.845339593,8.160132654,8.937987132,4.185226832,0.68638563,9.705800826,8.938747938,3.12622249
4.093698965,7.077145262,14.1377002,5.319127264,1.722663496,7.521352711,6.559509944,5.58587478,8.28156437,3.464926242,5.858262092,6.675272661,11.34112279,8.541051809,2.586704221,6.194894539,7.498126807,4.906479476,4.698499865,1.436760829,4.33330585,1.185939759,7.612355291,5.16922639,8.544094501,3.445689813,1.042228915,19.26737002,2.673054465,7.689299279,-1.380140858,4.818860641,5.117580916,3.095011498,8.426159204,11.47294344,0.845517613,1.23459328,5.860885453,1.78087153,5.672914195,5.229451028,5.884818674,0.582585989,1.636245664,50.41596334,4.881861902,3.822850802,5.537581529,10.92558445,5.664132882,4.584214213,1.201805786,4.037507102,7.896638761,17.10870798,13.47914229,4.2819284,1.622344294,3.564094864,2.287719506,3.179832323,3.383860616,2.663909547,2.308068145,2.118480119,2.369926733,9.812522289,6.950562982,5.66842824,20.03785309,17.01527351,14.67543965,8.21935064,3.159801977,11.28405398,8.269460142,9.416096226,7.037034433,9.538210734,18.42669771,1.571793179,3.631493047,2.54018761,2.585163264,7.891004818,12.83543294,1.862730252,2.988267597,8.017417234,8.938128855,4.328190267,0.614850766,9.634460832,9.081658227,2.911936776
4.308073256,7.291466407,15.56637792,5.819268988,1.222698927,8.020962971,6.630956231,5.728767354,9.067314087,3.964961673,5.786727228,7.318165235,11.41255136,8.112551242,2.58666879,5.837822544,6.926733667,5.049301188,5.341357008,1.651046544,4.476375578,1.614511188,7.326782728,5.02651097,8.258380215,3.160046389,1.113657486,19.83908204,2.458768751,6.975084426,-2.022998,5.390324644,5.046187776,2.595188653,8.854766063,12.3300863,0.916981615,1.306447021,6.14663517,1.852300102,5.601662778,4.943701311,6.31347868,0.653961414,1.279138238,52.05897992,4.739146483,3.751422231,5.323402107,10.7113696,6.163955728,4.727106787,1.273128065,4.680399676,7.468138194,16.96585084,13.19349886,4.281963831,1.622344294,2.849844581,1.787719506,3.394171184,3.312432044,2.592569553,2.379514431,2.547104694,2.227105021,10.3127703,7.021991553,5.525783682,20.96656624,17.94409295,15.46122479,8.576670652,2.87405226,11.7127317,10.34099501,9.63038194,7.53712301,9.89531816,17.85539315,1.357507465,2.988742197,2.325866464,2.728020406,8.319629393,12.97839638,1.71994397,1.845481316,9.088987529,9.50969915,4.399725131,0.614779904,10.34883512,9.081693658,3.054793919
4.808179549,6.862930409,15.78076992,6.319410711,0.365591501,8.020573232,6.059563091,6.51451707,9.781635232,4.322139961,5.929531225,7.53248638,10.34112279,7.826907818,2.515204788,5.552179119,6.998179954,5.192122901,5.269928436,2.222475115,4.690873878,1.828796902,6.326924452,4.598081265,8.97266593,2.302974394,1.113657486,20.2679192,2.530197322,6.54658386,-1.665855143,6.104645789,6.046223207,2.523937235,8.926230066,12.40151487,0.63130276,1.592604193,5.432384886,1.852300102,5.458982789,5.086540739,5.45645983,0.439640269,0.922030812,53.84485364,5.310716778,3.679993659,5.037794114,10.14001189,5.735242576,4.227142218,1.201593201,4.680435107,7.968209056,17.8229937,14.47928401,4.424856405,1.836630008,3.135594297,2.50200522,3.1799209,3.383860616,2.592640414,2.80808586,2.832854411,2.441426166,10.95589318,6.521991553,5.811692838,22.03813653,18.30144839,16.53265337,8.648240947,2.802588258,11.28426656,12.05538701,9.130399656,7.537193871,10.03813987,18.2126423,1.571793179,3.774562775,2.540116748,2.513734692,8.819664824,12.8356101,1.505729118,2.702695035,11.51770068,9.438412302,5.256974281,0.900423328,10.1346557,9.224586232,2.697651062
5.308285841,7.505822983,16.56657279,6.033838149,0.151341217,8.020165777,6.273884236,6.800249072,10.13881352,4.822175392,5.500959796,6.603950382,10.19826564,7.398407251,2.586597929,5.123678553,6.212465668,5.19208747,5.484214151,2.222475115,4.476800748,2.328796902,4.755637604,4.098222989,8.258380215,2.017313254,1.185086058,19.62531007,2.601643609,6.903797578,-1.522998,6.390395505,6.046258638,2.524114389,8.854836925,12.61580059,0.488481048,1.664493365,5.57527746,1.923728673,5.673445658,5.943683596,5.670922699,0.368176267,0.922066242,54.05924565,5.096572787,3.465707945,4.680757549,9.068654181,5.877993427,4.29860622,1.415772623,4.251899109,8.396851346,18.39443998,14.8364623,4.13917755,1.979487151,3.421344014,2.430576649,3.037099188,3.741003473,2.735568419,2.522371574,3.26146127,2.798604454,11.17046234,6.664848696,5.597601993,22.82402797,18.73025012,18.46122479,9.291257528,3.016838541,11.42723,13.69835045,9.273292229,8.037282448,10.10953301,18.49846288,1.571793179,4.346097639,2.897224174,2.370877549,9.248307114,12.90712725,1.434371408,2.702765896,13.87498526,9.581375738,5.257080574,1.04320961,10.42049399,10.29605023,2.983365347
5.308392134,7.7915727,17.13807222,6.4625513,0.294233791,7.948312036,5.988205381,6.657391929,10.71027752,5.17935368,5.429513509,4.389700099,10.34112279,7.25562097,2.44372307,4.838035129,5.641037096,4.906337753,5.269928436,2.579617972,4.691299048,2.685939759,4.184350756,3.812650426,8.544076786,2.088777256,1.327943201,17.91125466,1.887393326,6.761011297,-1.237283715,6.60471665,5.832008354,2.238577258,7.926300927,13.3300863,0.488516479,1.522079108,5.503884319,1.78087153,5.745015952,5.65796931,5.528224995,0.439569407,0.922101673,53.6307628,5.453857367,3.822850802,4.680863842,8.711582186,5.235029991,4.227213079,1.344237759,4.466220254,8.539761635,19.10874341,14.97931944,4.35348098,2.122344294,3.778522302,2.859148077,3.108563191,4.09814633,2.949924995,2.879514431,3.904353844,2.870068456,10.81360293,5.950562982,6.026386007,21.89565141,18.51623014,18.10413508,9.148595255,2.873928252,10.641622,14.34131388,9.27332766,8.180228168,8.680926153,18.6414086,1.643221751,4.631900502,2.825760172,2.228020406,9.891252834,13.05007297,1.220156556,2.274265329,15.66084127,9.795732314,5.47147258,1.043138748,10.70631457,9.938942808,2.840490489
5.808498426,7.720179559,17.78100023,6.74840731,-0.062873635,6.87647601,4.488240812,6.871677643,11.21031295,5.322246253,5.358049507,4.175449815,10.84112279,7.398548974,2.44372307,4.552391705,5.712465668,5.192016608,4.841357008,2.436760829,4.620083061,2.614511188,3.75592105,3.598506435,7.972612783,2.73166983,1.256514629,17.41146724,1.887411041,6.618225016,-1.380140858,6.461894938,6.403472356,2.167325841,7.640622072,12.90151487,0.345694767,1.236789992,5.646776893,1.995157245,4.816568532,5.729397882,5.09979529,0.510962548,0.993565676,52.91658338,5.882570519,4.037136517,4.252398706,8.283081619,5.092066556,4.22724851,1.344131466,4.75196997,9.468368495,18.8944577,14.76503373,4.282070124,2.550915722,3.992843447,3.216290934,3.108598621,3.955289187,3.449995857,2.879514431,4.19010356,3.01296103,11.67102923,5.950562982,6.026563161,21.89582857,17.80219244,17.88986708,8.291629552,2.945285962,10.78458544,14.98427732,8.916220234,8.108870459,7.752319294,19.42719375,1.714650322,4.060542792,2.468581884,2.228020406,10.46273455,13.40728668,1.077352559,1.70290762,15.66098299,10.01008889,4.900150301,0.400210743,10.20640315,9.581835381,2.911901345
5.737158432,7.648786418,16.92392823,6.248549033,-0.34855249,6.447514842,4.702561957,6.943106214,10.99606267,5.10799597,5.143728362,4.032628103,9.912551357,7.184334122,2.515151642,4.052462566,4.926751382,5.620552606,4.698499865,2.722475115,3.977438503,2.614511188,3.470348488,3.098648159,7.472577353,2.803133832,1.042228915,16.55453697,2.030268184,6.189724449,-1.665855143,6.319073226,6.474936359,1.881788709,7.569228932,13.04437201,0.274301626,1.165786591,5.575383752,2.066585816,4.888138827,5.65796931,5.028508441,0.725212831,0.779315392,53.63097538,6.382712242,3.394279374,3.895362141,8.354581052,4.877674549,3.941569655,1.415453745,4.466291116,9.039832497,18.82302913,13.69360516,4.56781984,2.550915722,4.492878878,3.216290934,3.037205481,3.59814633,3.164352432,2.80808586,4.475853277,3.155853603,11.81415211,5.664848696,6.169562027,21.96743429,17.58813703,16.96126023,8.220342704,2.802357957,10.99897745,15.19866933,7.630541379,8.037512749,8.180855291,19.35583604,1.714650322,4.060613654,2.182832167,2.085163264,10.24848427,13.83592897,0.863102275,1.63154991,15.946839,9.93873118,4.543113737,0.471568453,10.20650944,9.010442241,3.483329917
5.594372151,7.577393278,15.63828481,6.177262185,-0.062802774,6.947142818,4.988311673,7.085963357,10.92466953,5.250888544,5.357978645,3.889806391,9.198265643,6.898690698,2.44372307,4.052533428,4.141037096,5.620517175,5.055642722,2.793903687,3.834793946,2.828796902,4.041918783,2.813075596,7.543970493,3.088883549,0.970800344,15.6976067,2.030268184,6.475509597,-2.022998,6.819108657,6.760686075,1.310537292,6.42640722,12.47294344,0.4171942,0.951926046,5.93256204,1.852300102,4.673994836,5.586540739,4.957221593,0.582320258,0.850779394,54.91684911,6.739996823,3.751422231,3.252611291,8.140366199,5.091853971,4.013033658,1.558204595,3.752040832,8.682725071,19.3944577,13.8364623,4.924998128,2.765201437,4.707200023,3.430576649,2.894383769,3.526717759,2.95013758,2.665228717,4.333031565,2.798746177,11.67154298,5.950562982,6.169703751,23.11046859,17.80261761,17.10408194,8.36334157,2.730858524,10.78479802,15.12734705,7.059148238,6.966155039,7.752248432,19.64160347,1.500364608,3.989238229,2.325653879,1.799448978,10.39137684,14.05028555,0.791709135,1.488763629,15.08982015,10.0102129,4.471791458,0.614354734,9.492330021,8.081906243,3.269044202
5.523014441,7.64885728,16.35264138,6.463118194,-0.4199102,6.518217081,4.77406139,7.228838216,10.78184782,5.393781117,5.500818073,3.318413251,7.983979929,6.755904417,2.729419641,3.981175718,3.712465668,5.763338887,5.341357008,2.936760829,3.54927453,3.043082617,3.684917649,2.456074463,7.758203061,2.588936695,0.685086058,15.12639071,1.673125327,6.54700903,-2.022998,5.962001231,7.189292935,1.596428732,5.712156936,12.25865773,0.774372488,1.095172928,5.8611689,2.138014387,4.531261701,5.443665881,5.314470743,0.582284827,0.922243397,54.13129426,6.811567118,3.965707945,2.967003297,7.997579918,5.306033393,4.08449766,1.629526874,3.894933406,8.682760501,19.32302913,13.76503373,4.782176416,2.693772865,4.707235454,3.216273219,3.108704914,2.741003473,3.164494156,3.093800146,4.404495567,2.513067322,11.52891614,6.236277268,6.026970616,22.03921717,17.01708048,16.46118936,7.792054722,3.016501948,10.85633289,14.91316762,7.130612241,7.323368758,8.109355858,19.99878176,1.428936036,3.703541658,2.182761306,1.656591835,10.3199837,13.62178498,0.934601709,1.631691633,14.37562302,10.01024833,4.471880035,0.757141015,9.635293456,8.153370245,3.340472774
5.665942445,7.506035568,16.78128367,6.320402774,-0.705589055,6.232148487,4.845525392,7.15742736,10.78188325,5.250959405,5.143675216,3.24702011,8.126837072,6.541689564,2.943669924,3.909818008,3.212465668,6.191874885,4.912785579,2.936760829,3.549451684,2.828796902,2.899345087,2.456216186,8.900989342,2.588989841,0.827943201,15.12662101,2.101714471,6.761365606,-2.237283715,5.747750947,7.117899794,1.382320172,4.997906653,11.75865773,0.702979347,1.23838438,5.718347188,1.995157245,4.602796565,5.44363045,5.31455932,0.653677968,0.922278827,53.5599897,6.383137412,4.251422231,2.96710959,7.140507923,5.305944816,3.870247376,1.55799201,3.752111694,8.968510218,18.75160056,12.97931944,5.210783276,2.336630008,4.778699456,3.073398361,3.251597488,2.241003473,3.30742216,2.950943003,4.190245284,2.584531324,11.31484301,6.021991553,6.169951766,22.8250909,17.5886862,16.31829679,7.935035873,2.802145372,10.49929632,14.91327392,6.5592191,6.82343962,7.966463285,19.35597776,1.428936036,3.060702231,2.182725875,1.656591835,9.677161989,13.83614156,0.934637139,1.560333924,13.01855102,9.438872903,4.11480804,0.685641582,10.06397118,7.439119962,3.62618706
6.094584736,8.006070999,16.28135453,6.034830212,-0.705553624,6.73182961,4.845560823,7.15742736,10.71049011,4.822423408,5.35796093,2.961341255,9.126837072,6.113188997,2.943634493,4.052746013,2.355322811,5.406125168,4.627089009,2.579617972,2.906771695,2.685939759,2.685201096,2.099215052,9.61522191,2.303310987,0.827943201,12.84117246,2.03032133,6.475722182,-1.880140858,5.962072093,6.760792368,1.668211612,4.640799227,11.97294344,0.631586207,1.238756404,5.432668333,1.995157245,4.460081145,5.443595019,5.3861119,0.653642537,1.065171401,54.06018457,6.09756485,4.179993659,2.967215882,7.140578784,5.091605955,3.727425664,1.557885718,3.609289982,9.182831363,18.32302913,11.90790859,5.210818706,2.550915722,4.707306316,3.001969789,2.537347204,2.169592617,3.021778736,2.736657289,4.333137857,2.513138184,10.95789502,5.59343784,6.170075774,21.82523262,17.01743479,15.31824364,7.935142165,2.802074511,10.64225976,14.62766592,6.487825959,6.394939053,7.823570711,19.57033433,1.428936036,2.775041092,1.682690444,1.656591835,9.17719742,13.55049814,1.006101142,1.2746905,11.80435388,9.581800908,3.686325188,0.614142149,9.635506041,6.439155393,3.62618706
6.23751274,7.720392144,15.42428254,6.24925765,-0.634089622,6.445814162,5.202739111,7.728855931,9.996239824,4.679601696,4.85796093,2.889948115,7.912551357,5.970402716,2.157884777,3.695674017,1.926751382,4.906089737,4.769981582,2.508189401,2.621234564,3.043082617,1.685342819,1.956499633,8.400900765,1.94620356,0.827943201,12.19859876,1.958910474,6.3329359,-1.880140858,6.176393238,6.83225637,1.239817337,3.855120372,12.18722916,0.631621638,1.239146143,5.789846621,2.066585816,4.174544014,5.872131017,5.386253623,0.86789282,1.136635403,55.41752229,6.597706573,4.179993659,2.395893603,7.497792503,4.520159668,3.513175381,1.77206514,3.895039698,9.325723937,18.3944577,10.62222973,5.425139852,2.050915722,4.921627461,3.073398361,2.680239778,2.312485191,2.807563884,2.879514431,4.190316145,2.441745043,11.17235789,5.593455556,5.955896353,21.46823149,16.16045137,14.74674421,8.078105601,2.944860792,10.49950891,13.98491507,6.059272246,6.609295629,8.037820994,19.42754805,1.286078894,1.632237095,1.682655013,1.442306121,8.820089994,13.050569,0.934708001,1.20333279,8.875888748,9.153300341,3.257842337,0.614071288,9.42132662,4.796333681,3.340472774
