AP 1,AP 2,AP 3,AP 4,AP 5,AP 6,AP 7,AP 8,AP 9,AP 11,AP 12,AP 13,AP 14,AP 15,AP 16,AP 17,AP 18,AP 19,AP 20,AP 21,AP 22,AP 23,AP 24,AP 25,AP 26,AP 27,AP 28,AP 29,AP 31,AP 32,AP 33,AP 34,AP 37,AP 38,AP 39,AP 41,AP 42,AP 43,AP 44,AP 45,AP 46,AP 47,AP 48,AP 49,AP 50,AP 52,AP 53,AP 55,AP 56,AP 57,AP 58,AP 60,AP 61,AP 63,AP 64,AP 65,AP 67,AP 68,AP 69,AP 70,AP 71,AP 73,AP 74,AP 75,AP 76,AP 77,AP 78,AP 89,AP 96,AP 99,AP 112,AP 113,AP 114,AP 116,AP 120,AP 121,AP 123,AP 139,AP 152,AP 153,AP 154,AP 159,AP 166,AP 168,AP 173,AP 178,AP 179,AP 180,AP 181,AP 182,AP 184,AP 186,AP 189,AP 190,AP 193,AP 194
-2.979378503,-1.626793285,-4.405870196,-0.958887628,3.979156879,1.06181064,0.407389,-2.754946725,-1.901112947,-2.114737274,-2.707073738,3.017396931,2.376744406,-2.695560785,-0.27339166,-2.130387818,-2.229438658,-2.526884654,-2.829157993,0.607172263,1.978645877,-1.319323083,11.78431751,-2.405701658,1.956291431,-2.445248613,0.183325418,9.087422242,-1.608119222,-1.114672791,6.019186502,-2.00834452,-0.230062388,-0.900048625,-1.506458154,-5.243241909,0.554977919,-0.586080342,-4.287342187,-1.10493215,0.702655659,-0.334145965,-0.34465188,-1.319832029,-1.491928121,53.96755336,-0.157278273,0.997001552,-3.178594285,-2.73174755,-3.085571406,-1.826024482,0.32751304,-0.961613941,-2.990642113,-2.513141399,-1.990937732,-0.436155227,-1.237772028,-1.353050119,-1.05109198,-0.90474654,-0.843109339,-1.318534472,-0.383011733,-0.532482509,-1.882047855,-1.645749722,-0.22441903,0.334876871,9.835085119,4.08205655,10.48959263,2.671772475,0.618788055,-0.843403016,-0.790152245,-0.984702876,-3.38399159,0.774176033,-3.615786588,-1.464174573,-0.528661159,-0.762810112,0.915850186,-2.356891135,-2.42732216,-0.401199519,-1.460583899,-2.546478196,0.588480984,-0.80291065,0.000283785,-0.680939046,-1.24631551,0.536844111
-3.05620619,-1.934542827,-4.713428957,-0.881850082,3.902271958,0.369331245,-0.361822691,-2.985601487,-2.208843411,-2.114699118,-3.399419586,3.786608622,2.838340102,-3.080080779,-0.196430427,-2.130292427,-2.15242019,-2.603884044,-2.983061382,0.376403032,1.517336354,-1.39624616,11.86145044,-2.636509045,1.725579435,-2.522057222,0.106402341,8.626036405,-1.685023221,-0.730000171,6.40376373,-1.700537743,-0.229871606,-0.669107691,-1.121823691,-5.473972984,0.631920074,-0.816620635,-4.210361876,-1.181836149,0.395058742,-0.795684427,-0.883075262,-1.319908342,-1.414928732,51.19857061,-0.157030257,1.535405856,-3.024671818,-2.654805395,-3.316226168,-2.902871246,0.17362873,-1.192325937,-3.759853804,-3.590007241,-1.913976499,-0.436136149,-1.314695105,-1.276107964,-1.204899978,-1.058554538,-0.996917337,-1.31845816,-0.536800652,-0.455521276,-1.805067544,-1.799424172,-0.301265795,0.642817195,9.835218666,4.236131641,10.25889971,2.287214324,0.311095747,-0.76627008,-0.482288234,-1.138434561,-3.922395894,0.081887419,-5.077153346,-1.464174573,-0.297853772,-1.224329495,0.30046557,-2.049160671,-3.273380615,-0.478008127,-1.383622665,-1.931036346,0.511634219,-0.49514203,-0.153581447,-1.296247349,-1.553950584,0.229094569
-3.056187111,-1.4730616,-5.021006795,-1.189427921,3.133098423,-0.246225074,-0.669457765,-2.985487018,-2.593496952,-2.114699118,-3.399457743,4.094339086,2.069166568,-3.079985388,-0.427161501,-2.437889344,-2.536921106,-2.680864355,-3.136945692,0.068710725,0.055969595,-1.165496007,8.246313842,-3.021162586,0.033290821,-2.675807985,0.106402341,5.54930411,-1.992677372,-0.576058627,5.865283113,-1.854269428,-0.229661747,-0.591974754,-0.891016304,-5.397011751,0.401189,-0.893314774,-4.287246797,-1.181797993,0.010481514,-1.026453658,-1.036864182,-1.396907731,-1.414852419,47.12189555,-0.156744085,1.073829239,-3.332287813,-2.731690316,-3.239169544,-2.825871857,0.250494572,-1.192268703,-3.913738114,-5.051412156,-0.683169112,-0.51302107,-1.314714183,-1.506858116,-1.358727054,-1.135439459,-0.919975181,-1.318381847,-0.690570494,-0.378560043,-1.881914308,-2.337694929,0.006502826,0.181583983,8.912389759,3.928706428,9.720571722,2.979617407,0.311095747,-1.304483602,-1.174386067,-1.138301014,-3.99922358,-0.37957473,-6.000077644,-1.464174573,0.086799769,-1.224329495,0.223542493,-2.126045592,-4.042496915,-0.554797657,-1.306661432,-1.238652341,-0.026731929,-0.418123563,-0.230504524,-1.449940878,-1.24622012,0.229075491
-3.28697542,-1.626984066,-5.251661557,-1.497024838,3.440867044,-0.09258878,-1.207804834,-2.908430394,-2.747362184,-2.114718196,-3.399495899,4.24818524,2.530781342,-3.464543538,-0.888661807,-2.360909032,-2.76755679,-2.065556052,-3.136983848,0.145633802,-0.32853132,-1.088611087,7.400446168,-3.251989051,-0.274420565,-2.752673827,0.029498342,5.857225355,-2.069581371,-1.114443853,4.480648651,-2.084905112,-0.075586655,-0.668649816,-0.58328584,-5.704627746,0.324304079,-0.662335684,-4.364131717,-1.181759836,0.087385512,-1.334145965,-1.729095562,-1.473907121,-1.260929953,45.4298168,-0.156438835,1.766098775,-3.024519193,-2.808556158,-2.700593537,-2.979641698,0.327341337,-1.269172701,-3.83689135,-5.589778303,-0.836958031,-1.051425374,-1.31475234,-1.506858116,-1.512573207,-1.13542038,-0.91999426,-1.549093843,-0.921301568,-0.686233272,-1.804895841,-2.568311535,-0.608805477,-0.741244924,8.681944857,2.313607984,9.566859115,3.364347261,0.080326517,-1.458043584,-1.097214974,-1.061225312,-4.460647573,-0.687152569,-6.769213023,-1.464174573,0.471472388,-1.224348573,0.30046557,-2.126007435,-3.811613216,-0.477721955,-1.46046943,0.146039356,-1.180463614,-0.494932171,-0.230504524,-1.680538405,-1.015469967,-0.00169374
-3.517763729,-1.780906533,-5.405355086,-1.804621755,3.902481818,-0.015856484,-4.515344517,-3.062123922,-2.901208338,-2.114737274,-3.322610978,2.863531699,2.530895811,-3.310678306,-0.811719652,-2.053197647,-2.844327242,-2.296439752,-3.367810313,0.530249186,-1.097647621,-1.319418474,6.939232035,-3.405911518,-0.889843337,-2.675731672,0.414132805,5.242107834,-1.992677372,-1.268270928,-3.21167812,-2.084752487,-0.152280794,-1.129921183,-0.198632299,-5.858359431,-0.060273149,-0.815991056,-4.441035716,-1.027875526,-0.297229872,-1.564915196,-1.729038327,-1.32013728,-1.337776717,36.12239158,-0.386883737,1.535310466,-2.870596727,-2.731556769,-2.546671071,-2.902642308,0.481111178,-1.423018855,-4.14465997,-6.128201686,-0.529189411,-0.974425984,-1.314771418,-1.276088885,-1.512554129,-1.212343457,-0.920032416,-1.47213261,-1.152070799,-0.763156349,-1.804781372,-2.722062298,-0.839498395,-0.741073221,8.605307952,1.621586464,9.413146508,3.133692499,0.157230515,-1.765411563,-1.78927465,-1.368784072,-4.537456181,-0.840884254,-6.538367479,-1.54109765,0.240760392,-1.224348573,0.146619417,-2.125969279,-3.888402746,-0.400646253,-1.30658512,1.299980901,-1.257272222,-0.802510009,-0.230504524,-2.218847319,-0.86166197,-0.232462971
-3.671648039,-1.550213614,-5.866740922,-1.650661132,2.441019669,-0.40066265,-4.745942044,-3.061971297,-3.131977569,-2.114756352,-3.476495288,3.709647388,1.76177951,-3.46452446,-0.965565805,-2.130120724,-2.690309384,-2.373477298,-3.367886626,0.453326109,-0.712917767,-1.242533553,5.324209904,-3.252122598,-0.966766414,-2.752635671,0.567978959,4.165470929,-2.146561683,-1.114443853,-3.827081813,-2.084599861,-0.305859854,-1.437346397,0.186021242,-5.85826404,0.170534238,-0.738877198,-4.441035716,-1.02783737,-0.066460641,-1.487992119,-2.036692479,-1.243271437,-1.337700405,33.04575468,-0.309617253,1.304541235,-2.793597337,-3.116095841,-2.23890245,-2.902565996,0.55797702,-1.422980699,-4.298582436,-6.743548145,-0.529113098,-0.97436875,-1.391694495,-1.506839038,-1.512515973,-1.44309361,-0.920032416,-1.62592153,-1.382801873,-0.840060348,-1.727762904,-2.645024752,-0.762537162,-1.048593825,6.682479045,0.544911403,7.105644982,2.826076504,0.08028836,-1.611222003,-1.558276482,-1.445573602,-4.460418635,-1.071519938,-6.615214244,-1.54109765,-0.143816836,-1.685887035,0.30046557,-2.587469584,-3.73436581,-0.554339781,-1.844989424,1.761671987,-1.56485006,-0.571588154,-0.230504524,-2.218675615,-0.86166197,-0.309386048
-3.671705274,-1.550289927,-6.251260916,-1.881315894,2.518019058,-0.323930355,-4.361154956,-3.138779905,-3.439669877,-2.268602506,-3.938071906,2.940340307,0.069586287,-3.926043844,-0.965565805,-1.97627457,-2.305503218,-2.604360998,-3.444886015,0.068710725,-0.789726375,-1.319494786,4.093822237,-3.329083832,-1.966709179,-2.752597515,0.414132805,2.473449409,-2.223522916,-1.576020471,-3.596331661,-2.161389391,-0.151727528,-1.51400238,0.416809551,-6.319726189,-0.137119914,-0.738686417,-4.517920637,-1.027799214,-0.297229872,-1.641838273,-1.652038938,-0.935617286,-1.491470246,32.276791,-0.309273847,1.458387389,-3.101213332,-3.039096451,-2.315749215,-2.97941276,0.557938864,-1.499846541,-4.298620593,-7.743509988,-1.067498324,-0.897426595,-1.391694495,-1.50681996,-1.820170124,-1.2892093,-0.996917337,-1.54892214,-1.382725561,-0.84004127,-1.958474901,-2.56794905,-1.224075624,-1.433018428,5.913439057,0.622025261,6.413508993,2.749210661,0.003365283,-1.380109365,-1.711893698,-1.214651746,-4.537246321,-1.686751928,-7.307426545,-1.54109765,-0.451470988,-2.147444575,-0.007226737,-2.587431428,-3.887983027,-0.70803331,-2.152624497,1.454151383,-1.795504822,-0.879127836,-0.230504524,-2.52619622,-0.784719814,-0.309405126
-3.82562774,-2.011904701,-6.481972913,-2.035047579,1.595018448,-0.401082369,-4.284079254,-3.292549747,-3.439669877,-2.268602506,-3.861206064,2.632552608,-0.622645093,-4.387544149,-1.042469804,-2.2070438,-2.689927822,-2.604456388,-3.521885405,0.068710725,-0.866534983,-1.396456019,2.632665338,-3.252217989,-1.658959637,-2.752559358,0.260267573,-0.064783192,-2.146618917,-2.268385397,-3.134793199,-2.699755539,0.002366642,-1.359870054,0.570674783,-6.2427268,-0.290927911,-0.815418712,-4.440921247,-1.027741979,-0.29724895,-1.795684427,-1.575077705,-0.935655442,-1.491393933,27.20013502,-0.462776594,1.535310466,-3.10113702,-3.500539522,-2.546442133,-2.979317369,0.480977631,-1.499789307,-4.298582436,-7.512702601,-1.452018318,-0.897407517,-1.468617572,-1.506800882,-1.666285814,-1.442998219,-0.919937025,-1.625749826,-1.536476324,-0.916945269,-1.650744437,-2.798546578,-1.531787009,-1.278981493,5.836744918,0.468350811,6.721392082,2.364671589,0.08028836,-1.687458267,-2.327049376,-1.291422198,-4.614112164,-1.763541458,-7.230389,-1.541078572,-0.836048216,-2.070559654,-0.161072891,-2.741239426,-3.503119626,-0.707880685,-2.306432495,1.762034472,-2.333851892,-1.032859521,-0.230504524,-2.295293442,-1.169335199,-0.232520205
-3.748761898,-2.319673321,-6.789588908,-2.265702341,0.979710145,-0.247503309,-4.130099553,-3.523242665,-3.747362184,-2.345525583,-3.938205453,2.940168603,-1.699530014,-4.233659839,-0.965508571,-2.437793953,-2.843583194,-2.989148085,-3.368115563,0.222556879,-1.635670362,-1.319552021,1.7099509,-3.098448148,-1.658902403,-2.752521202,0.183306339,-0.756919181,-2.300465071,-2.345365709,-3.519408584,-2.85352538,0.079518656,-0.974968497,0.570712939,-6.550342795,-0.060139602,-0.815247009,-4.517768011,-1.027665667,-0.528056337,-2.103376735,-1.805808779,-1.166462829,-1.491317621,25.43119042,-0.308606112,1.304541235,-3.02413763,-3.808117361,-2.931000283,-2.979202901,0.480939475,-1.576636071,-4.298506124,-7.666491521,-1.374961694,-1.128119513,-1.468617572,-1.737512878,-1.666247658,-1.442921907,-1.150629943,-1.625635357,-1.459438778,-0.916907113,-2.035302587,-2.952182872,-1.608729165,-1.201867634,4.45247294,0.083945286,6.798563175,1.134035906,0.08028836,-2.302499475,-2.788358899,-1.291269573,-4.614074008,-1.917273143,-7.768716991,-1.464117339,-0.759086983,-1.83982858,-0.237995968,-3.125797576,-4.041352227,-0.861593292,-2.229471261,1.377667103,-2.487583577,-1.03276413,-0.230504524,-2.833640511,-1.246258276,-0.309481439
-3.748800054,-2.473595788,-7.17412798,-2.342510949,0.133632611,-0.478539634,-4.43769647,-3.83085866,-3.901208338,-2.345525583,-3.938262688,2.786246137,-1.776395856,-4.387467836,-1.119316569,-2.668525028,-2.689546259,-3.066147475,-3.598961107,-0.008212352,-1.250940508,-1.704186483,-0.212782617,-3.021544149,-0.581883935,-2.752483046,0.337114337,-2.756709321,-2.377388148,-2.576173096,-3.211716276,-3.084218299,0.002824517,-1.743913094,0.95536648,-6.781035713,-0.137062679,-0.815056227,-4.517691699,-1.027589354,-1.143440953,-2.25720381,-1.959616777,-1.012654832,-1.722010539,22.12370797,-0.308281783,0.535310466,-3.254830548,-4.038772123,-2.854019972,-2.979088432,0.403978241,-1.653482836,-4.221506734,-7.666434286,-2.144058917,-1.051120124,-1.468617572,-1.891282719,-1.589286425,-1.519768671,-1.150553631,-1.702443966,-1.536247386,-1.07071511,-1.958303197,-2.951953934,-1.608729165,-1.27859993,4.068181884,0.084136067,6.491061649,-0.250388698,0.003365283,-2.917540684,-3.095803191,-1.521867101,-4.690958928,-1.840235597,-8.230121906,-1.464079182,-1.374433442,-1.916789813,-0.314919045,-3.048817264,-4.502738063,-0.784555746,-2.152510028,0.070222812,-2.410565109,-1.186533972,-0.230504524,-3.064295273,-1.553931506,-0.309519595
-3.748857289,-2.704441331,-7.250974744,-2.573184789,-0.327829538,-0.171095342,-4.283774004,-3.907705424,-3.747362184,-2.345506505,-4.245993152,1.863092901,-1.776376778,-4.38742968,-1.273124566,-2.591563794,-2.689374555,-2.912377634,-3.599037419,0.299479956,-2.173883884,-1.627301563,-1.135535212,-3.252294302,-0.427961469,-2.598617814,0.490922335,-3.218076079,-2.300465071,-2.960864793,-3.211716276,-3.084122908,0.079957454,-1.666684767,1.10925079,-6.627151403,-0.060139602,-0.814846368,-4.517615386,-0.950609043,-1.374172027,-2.180242577,-2.344174927,-0.935769911,-1.721953304,18.35464891,-0.307938377,0.304560313,-3.254773314,-3.961734577,-2.853924581,-2.978973963,0.403940085,-1.807252677,-4.375276576,-7.974126594,-3.451655834,-1.435659196,-1.468617572,-1.891225485,-1.666171345,-1.519692358,-1.073554241,-1.779252574,-1.536132917,-1.070676954,-1.881303808,-3.41324438,-1.839498395,-0.970754997,2.453045284,-1.146537773,4.952676423,-1.019466842,0.234134514,-3.378735739,-3.480151482,-1.521676319,-4.614016773,-1.993967282,-8.537737901,-1.464041026,-1.75901067,-2.1475972,-0.314919045,-3.510336648,-4.425700517,-0.784441277,-2.075548795,-1.544971022,-2.795123259,-1.41722689,-0.230523602,-3.218046036,-2.015412733,-0.232634674
-3.518145292,-2.858363798,-7.097071356,-2.496166321,-0.481599379,-0.632862742,-4.283716769,-3.753802036,-3.901227416,-2.268545271,-4.476762382,1.939939666,-2.314876473,-4.387391524,-1.273067332,-2.59150656,-2.843068084,-2.681684715,-3.599113732,0.145633802,-1.86605803,-1.704262796,-1.904479809,-3.406140455,-1.889442696,-2.598617814,0.337038024,-3.448749919,-2.37736907,-3.114806338,-3.519408584,-3.31477767,-0.073716997,-1.820206592,1.032365869,-6.70407448,-0.290889755,-0.891559585,-4.440635075,-0.796705654,-1.143345562,-2.795608114,-2.421021691,-1.089654221,-1.798819147,14.201108,-0.538364201,-0.00307476,-3.331639156,-4.115466262,-3.007637188,-2.978859494,0.403901929,-2.037945595,-4.682892571,-8.743357363,-4.528502598,-1.51250596,-1.622463726,-2.045014404,-1.819960265,-1.750385277,-1.304247159,-1.779138105,-1.766806757,-1.224484951,-2.035073649,-3.797592671,-2.301036857,-1.278313758,0.376312989,-1.223384537,4.029637656,-1.4808336,0.003365283,-3.224508022,-3.864480694,-1.521466459,-4.767843849,-2.070794968,-8.922334207,-1.694772101,-1.912818668,-2.378404587,-0.314919045,-3.971894188,-4.656336201,-0.861249885,-2.229356792,-3.160222091,-2.795104181,-1.570996731,-0.230580836,-3.525642953,-2.630740114,-0.078826677
-3.518183448,-2.781517033,-7.250898432,-2.496051852,-0.096888603,-1.402284292,-4.36060169,-3.830706035,-3.97818865,-2.268507115,-4.092089763,2.09378582,-2.237896161,-4.464257366,-1.196048864,-2.591411169,-2.919819458,-2.912530259,-3.599190045,0.068710725,-1.404309709,-1.550397564,-1.36571302,-3.406121377,-2.197020535,-2.675559969,0.33698079,-3.294636671,-2.30036968,-3.268709726,-3.519408584,-3.699278586,0.003358705,-2.127536415,0.724711718,-6.704055402,-0.521620829,-0.814388492,-4.440596919,-0.796610264,-0.989365861,-2.795627192,-2.574772454,-0.935865302,-1.875665911,9.663047107,-0.307213407,-0.541440908,-3.408485921,-4.192255792,-2.930523329,-2.978725947,0.403863773,-2.114792359,-4.759720257,-8.512569054,-5.220733978,-1.512448726,-1.622463726,-1.891111016,-1.742979953,-1.750308964,-1.304170847,-1.779023636,-1.689807368,-1.14750464,-1.958093338,-3.874248653,-2.531806088,-1.43196913,-0.008092537,-1.146270679,2.337425355,-2.942066811,0.080307439,-3.762549842,-4.479560059,-1.521237522,-4.921651846,-2.224564809,-8.922257895,-1.694733944,-2.374318973,-2.45536582,-0.468765199,-4.202739731,-5.040818039,-0.784212339,-2.229318636,-4.698607317,-3.025873412,-1.647843495,-0.230657149,-3.525547563,-3.092221341,-0.001941756
-3.441298528,-2.781574268,-7.020110123,-2.495956462,0.057033863,-1.556263993,-4.283640457,-3.599936804,-3.824380652,-2.191545882,-4.399705759,2.247689208,-2.237724458,-4.464142897,-1.272857472,-2.745142854,-2.919666833,-3.297241034,-3.522324202,-0.085135429,-1.788600765,-1.627244328,-1.826869918,-3.406064143,-2.196829753,-2.598675048,0.56765463,-3.217293875,-2.300255211,-3.037921417,-3.596331661,-3.622221962,0.157338406,-2.357905005,0.34013449,-6.550171091,-0.521544517,-0.891044475,-4.594404916,-1.027245947,-1.142983077,-3.02643458,-2.959254292,-0.551307152,-1.721743445,5.740332668,-0.460639842,-1.002845822,-3.40839053,-4.269026244,-2.930294392,-2.824727168,0.403825616,-2.191620046,-4.759605788,-9.051030593,-5.066849667,-1.820102877,-1.699386802,-2.044919014,-1.819864874,-1.673328653,-1.227171457,-1.778909167,-1.612807978,-1.07050525,-2.034997336,-4.104731712,-2.608729165,-1.585567268,-0.853979289,-1.222926662,2.106846905,-2.787896329,-0.227365791,-3.839053199,-4.633081885,-1.521008584,-4.998555845,-2.532180804,-8.845182192,-1.694695788,-2.451203894,-2.378480899,-0.545669198,-4.510565586,-4.809915261,-0.784097871,-2.22928048,-5.083222701,-3.02589249,-1.647767183,-0.153810384,-3.756278637,-3.092145028,-0.078941146
-3.210567453,-2.704670269,-6.866187656,-2.572784148,0.057110176,-1.864128004,-4.360525377,-3.599936804,-3.747495731,-2.114584649,-4.322725447,1.786188903,-1.852918292,-4.31012504,-1.272704847,-2.514240076,-2.688764055,-3.220432426,-3.368478048,0.068691647,-2.018893042,-1.319494786,-1.518624345,-3.252160755,-1.658062964,-2.444886129,0.182943855,-3.139893845,-2.300140742,-2.807075874,-3.519408584,-3.545146259,-0.073335434,-2.434351128,0.417095723,-6.473152624,-0.598334047,-0.813854304,-4.44048245,-1.027074244,-1.681139365,-2.872607504,-2.805274591,-0.628287463,-1.567840057,3.125405928,-0.383297046,-1.310385505,-3.408256983,-4.345777617,-3.006988531,-2.824574543,0.40378746,-2.191505577,-4.913318395,-9.51251182,-5.143734588,-2.050833951,-1.699386802,-2.121803934,-1.742903641,-1.673309575,-1.227095145,-1.778794698,-1.612731666,-1.070448016,-2.188824412,-4.181349539,-2.608729165,-1.739089094,-1.699732494,-1.914929104,0.876344769,-3.095264308,-0.304288868,-3.761672247,-4.709623399,-1.828491032,-5.075478922,-2.762873723,-9.460376026,-1.694657632,-2.451165737,-2.76313444,-0.622554118,-4.510680054,-4.886647556,-0.860906479,-2.229242324,-5.237107011,-3.102815567,-1.570767793,-0.153886697,-4.063932789,-3.322857024,-0.155978691
-3.21060561,-3.012362577,-6.78915011,-2.572688757,0.595667105,-1.479741557,-4.360487221,-3.599936804,-3.97828404,-2.114565571,-4.168841137,1.55543875,-1.391303518,-4.386876414,-1.503302374,-2.744837604,-2.996322815,-3.220546895,-3.368439892,-0.16211574,-2.01839701,-1.31945663,-1.748783075,-2.944430291,-1.426988483,-2.444962441,0.259809697,-3.90864766,-2.14618012,-3.345480178,-3.442485507,-3.621954868,0.003663955,-2.356855707,0.417133879,-6.396076922,-0.521220188,-0.6597029,-4.517291058,-1.33457577,-1.75777627,-2.718780428,-2.959006276,-0.936056083,-1.567820978,-0.027906037,-0.459819482,-1.540963954,-3.331181281,-4.422509913,-2.852894361,-2.901325916,0.326788071,-2.191391108,-4.913146692,-9.973993047,-5.297523508,-1.973872718,-1.622463726,-2.198688855,-1.742865485,-1.673309575,-1.303941909,-1.778680229,-1.535732276,-1.224256014,-2.111863179,-4.411813519,-2.531806088,-1.969514918,-3.160755845,-2.606931546,-1.123407216,-2.864170749,-0.535039021,-3.991926368,-4.940011067,-1.751377174,-4.998574923,-2.76279741,-9.537089244,-1.694619475,-2.528050658,-2.532403366,-0.622515962,-4.895371752,-5.50184139,-1.014638164,-2.15228109,-5.314068245,-3.718162026,-1.801460712,-0.15396301,-4.063875554,-3.245895791,-0.309958392
-3.133720689,-2.704689347,-6.712131643,-2.418766291,0.134147721,-1.55691265,-4.514295219,-3.599936804,-3.901418198,-2.114584649,-3.707264519,1.401592596,-1.314437675,-4.002127482,-1.580072826,-2.513915748,-2.76540096,-3.220642286,-3.291478659,-0.546769281,-1.710284983,-1.16557232,-2.825248276,-2.636699827,-2.349798312,-2.368115677,0.336694618,-3.908304254,-2.299911805,-3.42234602,-3.36556243,-3.391166559,-0.150105886,-2.510129516,0.724845265,-6.31900122,-0.674856483,-0.50551334,-4.517176589,-1.334384989,-1.757528254,-2.641895507,-2.958891807,-0.859190241,-1.5678019,-2.565928779,-0.382514842,-1.771504247,-3.331047734,-4.422338209,-2.852627267,-2.97807729,0.403596679,-2.191276639,-4.836032833,-9.743204738,-5.451331505,-1.973815484,-1.622463726,-2.044804545,-1.742827328,-1.750232651,-1.303865597,-1.701642683,-1.458732887,-1.224217857,-2.1887481,-4.565354423,-2.685652241,-2.04607551,-3.16029797,-2.298953066,-0.969389358,-2.863884577,-0.458077787,-3.914488181,-4.631975352,-1.674282394,-4.767843849,-2.762721097,-9.921532925,-1.694581319,-2.374166348,-2.455518445,-0.622477806,-4.895428986,-5.424765688,-1.091446772,-2.229166011,-5.314106401,-3.641162637,-1.955230553,-0.154039322,-3.909991244,-3.245857635,-0.310111017
-3.056835768,-3.012419811,-6.558209176,-2.4186709,-0.173563665,-1.403295434,-4.514199828,-3.599917726,-3.901513588,-2.114622805,-3.784130362,1.093862132,-2.083763835,-4.07893609,-1.502997124,-2.667647433,-3.457498792,-3.374545674,-3.214555582,-0.623730515,-1.632980344,-1.396303394,-3.671058716,-2.713584747,-2.657223526,-2.291230756,0.567444771,-5.75424824,-2.453662568,-3.499211863,-3.442485507,-3.545031791,-0.073106496,-2.509557172,0.263364038,-6.318867673,-0.674684779,-0.658997009,-4.440139043,-1.180367132,-2.064972546,-2.48808751,-3.189527491,-0.859228397,-1.567763744,-3.642451215,-0.535998511,-2.002063619,-3.330933265,-4.499108661,-2.92928325,-3.054847742,0.480405287,-2.19116217,-4.989688206,-9.127781966,-4.989754887,-1.896835172,-1.622463726,-1.967824233,-1.588943018,-1.673309575,-1.303789284,-1.624605138,-1.30481042,-1.224179701,-2.265575786,-4.411203019,-2.608748243,-2.276482256,-4.082974252,-2.914108743,-1.969198577,-2.709695016,-0.381116554,-4.221722613,-4.631574711,-1.674129768,-4.767882005,-3.147241091,-9.767534146,-1.694543163,-2.220243881,-2.224787371,-0.699381804,-4.356986526,-5.270747831,-1.245159379,-2.152204778,-4.929491016,-3.33335586,-1.955135162,-0.154115635,-3.90993401,-3.245819479,-0.310263643
-2.97993177,-3.012419811,-6.327344555,-2.495479508,0.057205566,-1.711178523,-4.821796745,-3.522937415,-3.901551745,-2.114660961,-3.784054049,0.786131668,-2.23770538,-4.155763776,-1.425921422,-2.744456041,-3.764943084,-3.297679831,-3.137651583,-0.469922517,-1.940310167,-1.857765543,-3.055502397,-2.713584747,-2.656994588,-2.291230756,0.490521694,-6.138730078,-2.453586255,-3.499173706,-3.134793199,-3.545012712,-0.765337876,-2.509042062,0.032728354,-6.164849815,-0.67457031,-0.658615446,-4.439986418,-1.257118505,-3.141666685,-2.257318279,-3.189413022,-0.859266553,-1.490745276,-6.719011807,-1.151058798,-2.386545456,-3.253895719,-4.575860035,-3.005939233,-3.131599115,0.557213895,-2.2679517,-5.1433245,-8.896955501,-5.143562885,-1.819854861,-1.622444647,-1.967747921,-1.665808861,-1.673290496,-1.380636048,-1.701413746,-1.227811031,-1.224122467,-2.034673008,-4.564743922,-2.83955563,-2.353119161,-5.082669002,-4.298590581,-2.276700103,-2.863216842,-0.38105932,-4.375187204,-5.092750688,-2.135515605,-4.614054929,-3.224049699,-10.07507383,-1.694485928,-2.297052489,-2.224825527,-0.622458728,-4.356948369,-5.424422282,-1.245006753,-2.229089698,-4.929471938,-3.333241391,-2.108866847,-0.154191947,-3.679107544,-3.399627476,-0.233512269
-3.133777923,-2.62776627,-6.634903316,-2.341499807,-0.173582743,-2.096022845,-4.821758589,-3.753611255,-4.132301897,-2.114699118,-3.630112505,0.324574128,-2.314647535,-4.078764387,-1.502691874,-2.667418495,-3.841599067,-3.297737066,-3.137670661,-0.623806827,-1.632236296,-1.549977845,-4.517002702,-2.55977675,-1.810630883,-2.214288601,0.721290924,-6.830904223,-2.53043302,-3.960674012,-2.904023968,-3.775724709,-0.688338487,-2.508603265,0.109804056,-6.1646018,-0.751417075,-0.658252961,-4.36287256,-1.256927724,-2.910687595,-2.411126277,-3.035490556,-1.09007394,-1.336746497,-9.02643702,-1.227695703,-2.309526989,-3.02301202,-4.65259233,-2.697979831,-2.97756218,0.480176349,-2.267818153,-5.066172485,-9.050744421,-5.374293959,-2.050547779,-1.622406491,-1.890748531,-1.742655625,-1.673271418,-1.380559736,-1.624395278,-1.381619028,-1.224065232,-2.265346848,-4.564438672,-2.762670709,-2.27592899,-5.005497909,-4.221572113,-3.045835482,-3.324526365,-0.457906084,-4.297920721,-5.092502672,-2.13536298,-4.691016163,-3.608550615,-9.92107505,-1.694409616,-2.296938021,-2.378709837,-0.622458728,-4.433814212,-5.655077044,-1.321777205,-2.229051542,-5.160241169,-3.410049999,-2.185675455,-0.15426826,-4.063703851,-3.245743166,-0.387568282
